region,parameter,powertrain,year,unit,value
Israel,EV sales share,EV,2019,percent,1.600000023841858
Israel,EV sales share,EV,2020,percent,2.5999999046325684
Israel,EV stock share,EV,2020,percent,0.5799999833106995
Israel,EV stock share,EV,2021,percent,1.2999999523162842
Israel,EV sales share,EV,2021,percent,6.900000095367432
Israel,EV sales share,EV,2022,percent,12.0
Israel,EV stock share,EV,2022,percent,2.5
Israel,EV stock share,EV,2023,percent,4.199999809265137
Israel,EV sales share,EV,2023,percent,19.0
Italy,EV sales share,EV,2010,percent,0.0020000000949949
Italy,EV stock share,EV,2010,percent,0.001700000022538
Italy,EV stock share,EV,2011,percent,0.0020000000949949
Italy,EV sales share,EV,2011,percent,0.0065000001341104
Italy,EV sales share,EV,2012,percent,0.032999999821186
Italy,EV stock share,EV,2012,percent,0.0031999999191612
Italy,EV stock share,EV,2013,percent,0.0057999999262392
Italy,EV sales share,EV,2013,percent,0.0799999982118606
Italy,EV sales share,EV,2014,percent,0.1000000014901161
Italy,EV stock share,EV,2014,percent,0.0093999998643994
Italy,EV stock share,EV,2015,percent,0.0149999996647238
Italy,EV sales share,EV,2015,percent,0.1400000005960464
Italy,EV sales share,EV,2016,percent,0.1500000059604644
Italy,EV stock share,EV,2016,percent,0.0219999998807907
Italy,EV stock share,EV,2017,percent,0.0340000018477439
Italy,EV sales share,EV,2017,percent,0.25
Italy,EV sales share,EV,2018,percent,0.5099999904632568
Italy,EV stock share,EV,2018,percent,0.0579999983310699
Italy,EV stock share,EV,2019,percent,0.1000000014901161
Italy,EV sales share,EV,2019,percent,0.8999999761581421
Italy,EV sales share,EV,2020,percent,4.300000190734863
Italy,EV stock share,EV,2020,percent,0.25
Italy,EV stock share,EV,2021,percent,0.5899999737739563
Italy,EV sales share,EV,2021,percent,9.5
Italy,EV sales share,EV,2022,percent,8.600000381469727
Italy,EV stock share,EV,2022,percent,0.9100000262260436
Italy,EV stock share,EV,2023,percent,1.2999999523162842
Italy,EV sales share,EV,2023,percent,9.199999809265137
Japan,EV sales share,EV,2010,percent,0.0529999993741512
Japan,EV stock share,EV,2010,percent,0.0060999998822808
Japan,EV stock share,EV,2011,percent,0.0280000008642673
Japan,EV sales share,EV,2011,percent,0.2899999916553497
Japan,EV sales share,EV,2012,percent,0.449999988079071
Japan,EV stock share,EV,2012,percent,0.0689999982714653
Japan,EV stock share,EV,2013,percent,0.1199999973177909
Japan,EV sales share,EV,2013,percent,0.5400000214576721
Japan,EV sales share,EV,2014,percent,0.6100000143051147
Japan,EV stock share,EV,2014,percent,0.1899999976158142
Japan,EV stock share,EV,2015,percent,0.2199999988079071
Japan,EV sales share,EV,2015,percent,0.5199999809265137
Japan,EV sales share,EV,2016,percent,0.5099999904632568
Japan,EV stock share,EV,2016,percent,0.25
Japan,EV stock share,EV,2017,percent,0.3100000023841858
Japan,EV sales share,EV,2017,percent,1.2000000476837158
Japan,EV sales share,EV,2018,percent,1.100000023841858
Japan,EV stock share,EV,2018,percent,0.3600000143051147
Japan,EV stock share,EV,2019,percent,0.4099999964237213
Japan,EV sales share,EV,2019,percent,0.8600000143051147
Japan,EV sales share,EV,2020,percent,0.75
Japan,EV stock share,EV,2020,percent,0.449999988079071
Japan,EV stock share,EV,2021,percent,0.5099999904632568
Japan,EV sales share,EV,2021,percent,1.2000000476837158
Japan,EV sales share,EV,2022,percent,2.799999952316284
Japan,EV stock share,EV,2022,percent,0.6399999856948853
Japan,EV stock share,EV,2023,percent,0.8399999737739563
Japan,EV sales share,EV,2023,percent,3.5999999046325684
Korea,EV sales share,EV,2010,percent,0.0049999998882412
Korea,EV stock share,EV,2010,percent,0.0003999999898951
Korea,EV stock share,EV,2011,percent,0.002199999988079
Korea,EV sales share,EV,2011,percent,0.0230000000447034
Korea,EV sales share,EV,2012,percent,0.0410000011324882
Korea,EV stock share,EV,2012,percent,0.0054000001400709
Korea,EV stock share,EV,2013,percent,0.0091000003740191
Korea,EV sales share,EV,2013,percent,0.0489999987185001
Korea,EV sales share,EV,2014,percent,0.0930000022053718
Korea,EV stock share,EV,2014,percent,0.0170000009238719
Korea,EV stock share,EV,2015,percent,0.0359999984502792
Korea,EV sales share,EV,2015,percent,0.2199999988079071
Korea,EV sales share,EV,2016,percent,0.3300000131130218
Korea,EV stock share,EV,2016,percent,0.0640000030398368
Korea,EV stock share,EV,2017,percent,0.1400000005960464
Korea,EV sales share,EV,2017,percent,0.949999988079071
Korea,EV sales share,EV,2018,percent,3.799999952316284
Korea,EV stock share,EV,2018,percent,0.3300000131130218
Korea,EV stock share,EV,2019,percent,0.5299999713897705
Korea,EV sales share,EV,2019,percent,2.299999952316284
Korea,EV sales share,EV,2020,percent,2.400000095367432
Korea,EV stock share,EV,2020,percent,0.7400000095367432
Korea,EV stock share,EV,2021,percent,1.2000000476837158
Korea,EV sales share,EV,2021,percent,5.800000190734863
Korea,EV sales share,EV,2022,percent,8.5
Korea,EV stock share,EV,2022,percent,1.7000000476837158
Korea,EV stock share,EV,2023,percent,2.299999952316284
Korea,EV sales share,EV,2023,percent,7.900000095367432
Latvia,EV sales share,EV,2015,percent,0.1899999976158142
Latvia,EV sales share,EV,2016,percent,0.2399999946355819
Latvia,EV sales share,EV,2017,percent,0.2399999946355819
Latvia,EV sales share,EV,2018,percent,0.5299999713897705
Latvia,EV sales share,EV,2019,percent,0.5400000214576721
Latvia,EV sales share,EV,2020,percent,2.5999999046325684
Latvia,EV sales share,EV,2021,percent,3.900000095367432
Latvia,EV sales share,EV,2022,percent,8.100000381469727
Latvia,EV sales share,EV,2023,percent,11.0
Lithuania,EV sales share,EV,2015,percent,0.2199999988079071
Lithuania,EV sales share,EV,2016,percent,0.3199999928474426
Lithuania,EV sales share,EV,2017,percent,0.2000000029802322
Lithuania,EV sales share,EV,2019,percent,0.3499999940395355
Lithuania,EV sales share,EV,2020,percent,1.100000023841858
Lithuania,EV sales share,EV,2021,percent,5.0
Lithuania,EV sales share,EV,2022,percent,7.900000095367432
Lithuania,EV sales share,EV,2023,percent,7.5
Luxembourg,EV sales share,EV,2019,percent,3.5
Luxembourg,EV sales share,EV,2020,percent,11.0
Luxembourg,EV sales share,EV,2021,percent,20.0
Luxembourg,EV sales share,EV,2022,percent,24.0
Luxembourg,EV sales share,EV,2023,percent,32.0
Mexico,EV sales share,EV,2011,percent,0.0002600000007078
Mexico,EV stock share,EV,2011,percent,1.4999999621e-05
Mexico,EV stock share,EV,2012,percent,0.0004400000034365
Mexico,EV sales share,EV,2012,percent,0.0076999999582767
Mexico,EV sales share,EV,2013,percent,0.0008900000248104
Mexico,EV stock share,EV,2013,percent,0.0004799999878741
Mexico,EV stock share,EV,2014,percent,0.0006699999794363
Mexico,EV sales share,EV,2014,percent,0.0038000000640749
Mexico,EV sales share,EV,2015,percent,0.0080000003799796
Mexico,EV stock share,EV,2015,percent,0.0010999999940395
Mexico,EV stock share,EV,2016,percent,0.0041999998502433
Mexico,EV sales share,EV,2016,percent,0.0529999993741512
Mexico,EV sales share,EV,2017,percent,0.0860000029206276
Mexico,EV stock share,EV,2017,percent,0.008899999782443
Mexico,EV stock share,EV,2018,percent,0.0149999996647238
Mexico,EV sales share,EV,2018,percent,0.1400000005960464
Mexico,EV sales share,EV,2019,percent,0.1400000005960464
Mexico,EV stock share,EV,2019,percent,0.0209999997168779
Mexico,EV stock share,EV,2020,percent,0.0350000001490116
Mexico,EV sales share,EV,2020,percent,0.449999988079071
Mexico,EV sales share,EV,2021,percent,0.7200000286102295
Mexico,EV stock share,EV,2021,percent,0.0590000003576278
Mexico,EV stock share,EV,2022,percent,0.0890000015497207
Mexico,EV sales share,EV,2022,percent,0.8899999856948853
Mexico,EV sales share,EV,2023,percent,1.2999999523162842
Mexico,EV stock share,EV,2023,percent,0.1400000005960464
Netherlands,EV sales share,EV,2010,percent,0.025000000372529
Netherlands,EV stock share,EV,2010,percent,0.0035999999381601
Netherlands,EV stock share,EV,2011,percent,0.0149999996647238
Netherlands,EV sales share,EV,2011,percent,0.1599999964237213
Netherlands,EV sales share,EV,2012,percent,1.0
Netherlands,EV stock share,EV,2012,percent,0.0790000036358833
Netherlands,EV stock share,EV,2013,percent,0.3600000143051147
Netherlands,EV sales share,EV,2013,percent,5.5
Netherlands,EV sales share,EV,2014,percent,3.900000095367432
Netherlands,EV stock share,EV,2014,percent,0.550000011920929
Netherlands,EV stock share,EV,2015,percent,1.100000023841858
Netherlands,EV sales share,EV,2015,percent,9.5
Netherlands,EV sales share,EV,2016,percent,5.800000190734863
Netherlands,EV stock share,EV,2016,percent,1.399999976158142
Netherlands,EV stock share,EV,2017,percent,1.399999976158142
Netherlands,EV sales share,EV,2017,percent,2.200000047683716
Netherlands,EV sales share,EV,2018,percent,6.199999809265137
Netherlands,EV stock share,EV,2018,percent,1.600000023841858
Netherlands,EV stock share,EV,2019,percent,2.299999952316284
Netherlands,EV sales share,EV,2019,percent,15.0
Netherlands,EV sales share,EV,2020,percent,25.0
Netherlands,EV stock share,EV,2020,percent,3.0999999046325684
Netherlands,EV stock share,EV,2021,percent,4.300000190734863
Netherlands,EV sales share,EV,2021,percent,29.0
Netherlands,EV sales share,EV,2022,percent,35.0
Netherlands,EV stock share,EV,2022,percent,6.0
Netherlands,EV stock share,EV,2023,percent,8.300000190734863
Netherlands,EV sales share,EV,2023,percent,44.0
New Zealand,EV stock share,EV,2010,percent,0.0004799999878741
New Zealand,EV sales share,EV,2010,percent,0.0063000000081956
New Zealand,EV sales share,EV,2011,percent,0.0098999999463558
New Zealand,EV stock share,EV,2011,percent,0.0009899999713525
New Zealand,EV stock share,EV,2012,percent,0.0019000000320374
New Zealand,EV sales share,EV,2012,percent,0.0170000009238719
New Zealand,EV sales share,EV,2013,percent,0.0189999993890523
New Zealand,EV stock share,EV,2013,percent,0.0031000000890344
New Zealand,EV stock share,EV,2014,percent,0.0140000004321336
New Zealand,EV sales share,EV,2014,percent,0.1400000005960464
New Zealand,EV sales share,EV,2015,percent,0.3000000119209289
New Zealand,EV stock share,EV,2015,percent,0.0299999993294477
New Zealand,EV stock share,EV,2016,percent,0.0799999982118606
New Zealand,EV sales share,EV,2016,percent,0.7799999713897705
New Zealand,EV sales share,EV,2017,percent,1.399999976158142
New Zealand,EV stock share,EV,2017,percent,0.1899999976158142
New Zealand,EV stock share,EV,2018,percent,0.3700000047683716
New Zealand,EV sales share,EV,2018,percent,2.0999999046325684
New Zealand,EV sales share,EV,2019,percent,2.299999952316284
New Zealand,EV stock share,EV,2019,percent,0.5699999928474426
New Zealand,EV stock share,EV,2020,percent,0.7200000286102295
New Zealand,EV sales share,EV,2020,percent,1.600000023841858
New Zealand,EV sales share,EV,2021,percent,3.400000095367432
New Zealand,EV stock share,EV,2021,percent,1.100000023841858
New Zealand,EV stock share,EV,2022,percent,1.899999976158142
New Zealand,EV sales share,EV,2022,percent,11.0
New Zealand,EV sales share,EV,2023,percent,14.0
New Zealand,EV stock share,EV,2023,percent,2.799999952316284
Norway,EV sales share,EV,2010,percent,0.2800000011920929
Norway,EV stock share,EV,2010,percent,0.1199999973177909
Norway,EV stock share,EV,2011,percent,0.1700000017881393
Norway,EV sales share,EV,2011,percent,1.399999976158142
Norway,EV sales share,EV,2012,percent,3.0999999046325684
Norway,EV stock share,EV,2012,percent,0.3600000143051147
Norway,EV stock share,EV,2013,percent,0.6399999856948853
Norway,EV sales share,EV,2013,percent,5.800000190734863
Norway,EV sales share,EV,2014,percent,15.0
Norway,EV stock share,EV,2014,percent,1.399999976158142
Norway,EV stock share,EV,2015,percent,2.700000047683716
Norway,EV sales share,EV,2015,percent,22.0
Norway,EV stock share,EV,2016,percent,4.300000190734863
Norway,EV sales share,EV,2016,percent,29.0
Norway,EV sales share,EV,2017,percent,39.0
Norway,EV stock share,EV,2017,percent,6.400000095367432
Norway,EV stock share,EV,2018,percent,8.899999618530273
Norway,EV sales share,EV,2018,percent,49.0
Norway,EV sales share,EV,2019,percent,56.0
Norway,EV stock share,EV,2019,percent,12.0
Norway,EV stock share,EV,2020,percent,17.0
Norway,EV sales share,EV,2020,percent,75.0
Norway,EV sales share,EV,2021,percent,86.0
Norway,EV stock share,EV,2021,percent,21.0
Norway,EV stock share,EV,2022,percent,26.0
Norway,EV sales share,EV,2022,percent,89.0
Norway,EV sales share,EV,2023,percent,93.0
Norway,EV stock share,EV,2023,percent,29.0
Poland,EV sales share,EV,2010,percent,0.0048000002279877
Poland,EV sales share,EV,2011,percent,0.0140000004321336
Poland,EV sales share,EV,2012,percent,0.0170000009238719
Poland,EV sales share,EV,2013,percent,0.0130000002682209
Poland,EV sales share,EV,2014,percent,0.061999998986721
Poland,EV sales share,EV,2015,percent,0.0610000006854534
Poland,EV stock share,EV,2015,percent,0.0120000001043081
Poland,EV stock share,EV,2016,percent,0.0170000009238719
Poland,EV sales share,EV,2016,percent,0.1199999973177909
Poland,EV sales share,EV,2017,percent,0.2199999988079071
Poland,EV stock share,EV,2017,percent,0.0140000004321336
Poland,EV stock share,EV,2018,percent,0.0209999997168779
Poland,EV sales share,EV,2018,percent,0.2599999904632568
Poland,EV sales share,EV,2019,percent,0.4900000095367431
Poland,EV stock share,EV,2019,percent,0.0469999983906745
Poland,EV stock share,EV,2020,percent,0.0949999988079071
Poland,EV sales share,EV,2020,percent,1.899999976158142
Poland,EV sales share,EV,2021,percent,3.5999999046325684
Poland,EV stock share,EV,2021,percent,0.1899999976158142
Poland,EV stock share,EV,2022,percent,0.3100000023841858
Poland,EV sales share,EV,2022,percent,6.0
Poland,EV sales share,EV,2023,percent,6.599999904632568
Poland,EV stock share,EV,2023,percent,0.4900000095367431
Portugal,EV sales share,EV,2010,percent,0.0057999999262392
Portugal,EV stock share,EV,2010,percent,0.0149999996647238
Portugal,EV stock share,EV,2011,percent,0.0189999993890523
Portugal,EV sales share,EV,2011,percent,0.1099999994039535
Portugal,EV sales share,EV,2012,percent,0.0879999995231628
Portugal,EV stock share,EV,2012,percent,0.0230000000447034
Portugal,EV stock share,EV,2013,percent,0.0270000007003545
Portugal,EV sales share,EV,2013,percent,0.1700000017881393
Portugal,EV sales share,EV,2014,percent,0.2000000029802322
Portugal,EV stock share,EV,2014,percent,0.0289999991655349
Portugal,EV stock share,EV,2015,percent,0.0529999993741512
Portugal,EV sales share,EV,2015,percent,0.6200000047683716
Portugal,EV sales share,EV,2016,percent,0.8700000047683716
Portugal,EV stock share,EV,2016,percent,0.0930000022053718
Portugal,EV stock share,EV,2017,percent,0.1899999976158142
Portugal,EV sales share,EV,2017,percent,2.0
Portugal,EV sales share,EV,2018,percent,3.5999999046325684
Portugal,EV stock share,EV,2018,percent,0.3600000143051147
Portugal,EV stock share,EV,2019,percent,0.6200000047683716
Portugal,EV sales share,EV,2019,percent,5.599999904632568
Portugal,EV sales share,EV,2020,percent,13.0
Portugal,EV stock share,EV,2020,percent,1.100000023841858
Portugal,EV stock share,EV,2021,percent,1.7000000476837158
Portugal,EV sales share,EV,2021,percent,20.0
Portugal,EV sales share,EV,2022,percent,22.0
Portugal,EV stock share,EV,2022,percent,2.5
Portugal,EV stock share,EV,2023,percent,3.900000095367432
Portugal,EV sales share,EV,2023,percent,32.0
Rest of the world,EV sales share,EV,2011,percent,0.0003199999919161
Rest of the world,EV stock share,EV,2011,percent,0.0001900000061141
Rest of the world,EV stock share,EV,2012,percent,0.0004299999854993
Rest of the world,EV sales share,EV,2012,percent,0.0035999999381601
Rest of the world,EV sales share,EV,2013,percent,0.001700000022538
Rest of the world,EV stock share,EV,2013,percent,0.0005499999970197
Rest of the world,EV stock share,EV,2014,percent,0.00089999998454
Rest of the world,EV sales share,EV,2014,percent,0.0043000001460313
Rest of the world,EV sales share,EV,2015,percent,0.0379999987781047
Rest of the world,EV stock share,EV,2015,percent,0.0040000001899898
Rest of the world,EV stock share,EV,2016,percent,0.0048000002279877
Rest of the world,EV sales share,EV,2016,percent,0.0160000007599592
Rest of the world,EV sales share,EV,2017,percent,0.0230000000447034
Rest of the world,EV stock share,EV,2017,percent,0.006000000052154
Rest of the world,EV stock share,EV,2018,percent,0.0082000000402331
Rest of the world,EV sales share,EV,2018,percent,0.0370000004768371
Rest of the world,EV sales share,EV,2019,percent,0.0820000022649765
Rest of the world,EV stock share,EV,2019,percent,0.0130000002682209
Rest of the world,EV stock share,EV,2020,percent,0.0209999997168779
Rest of the world,EV sales share,EV,2020,percent,0.1800000071525573
Rest of the world,EV sales share,EV,2021,percent,0.2800000011920929
Rest of the world,EV stock share,EV,2021,percent,0.0359999984502792
Rest of the world,EV stock share,EV,2022,percent,0.0680000036954879
Rest of the world,EV sales share,EV,2022,percent,0.6700000166893005
Rest of the world,EV stock share,EV,2023,percent,0.1400000005960464
Rest of the world,EV sales share,EV,2023,percent,1.5
Romania,EV sales share,EV,2015,percent,0.0299999993294477
Romania,EV sales share,EV,2016,percent,0.0799999982118606
Romania,EV sales share,EV,2017,percent,0.1800000071525573
Romania,EV sales share,EV,2018,percent,0.4600000083446502
Romania,EV sales share,EV,2019,percent,0.9300000071525574
Romania,EV sales share,EV,2020,percent,3.0999999046325684
Romania,EV sales share,EV,2021,percent,5.199999809265137
Romania,EV sales share,EV,2022,percent,9.0
Romania,EV sales share,EV,2023,percent,11.0
Seychelles,EV sales share,EV,2015,percent,0.1500000059604644
Seychelles,EV sales share,EV,2016,percent,0.6299999952316284
Seychelles,EV sales share,EV,2017,percent,2.0
Seychelles,EV sales share,EV,2018,percent,2.299999952316284
Seychelles,EV sales share,EV,2019,percent,2.5999999046325684
Seychelles,EV sales share,EV,2020,percent,3.299999952316284
Seychelles,EV sales share,EV,2021,percent,4.199999809265137
Seychelles,EV sales share,EV,2022,percent,1.7000000476837158
Seychelles,EV sales share,EV,2023,percent,5.0
Slovakia,EV sales share,EV,2015,percent,0.0700000002980232
Slovakia,EV sales share,EV,2016,percent,0.0700000002980232
Slovakia,EV sales share,EV,2017,percent,0.2199999988079071
Slovakia,EV sales share,EV,2018,percent,0.3000000119209289
Slovakia,EV sales share,EV,2019,percent,0.3600000143051147
Slovakia,EV sales share,EV,2020,percent,2.299999952316284
Slovakia,EV sales share,EV,2021,percent,3.0
Slovakia,EV sales share,EV,2022,percent,3.700000047683716
Slovakia,EV sales share,EV,2023,percent,6.099999904632568
Slovenia,EV sales share,EV,2016,percent,0.3199999928474426
Slovenia,EV sales share,EV,2017,percent,0.6399999856948853
Slovenia,EV sales share,EV,2018,percent,0.9100000262260436
Slovenia,EV sales share,EV,2019,percent,0.2899999916553497
Slovenia,EV sales share,EV,2020,percent,3.0999999046325684
Slovenia,EV sales share,EV,2021,percent,3.799999952316284
Slovenia,EV sales share,EV,2022,percent,6.199999809265137
Slovenia,EV sales share,EV,2023,percent,11.0
South Africa,EV sales share,EV,2013,percent,0.0074999998323619
South Africa,EV stock share,EV,2013,percent,0.0005200000014156
South Africa,EV stock share,EV,2014,percent,0.0007200000109151
South Africa,EV sales share,EV,2014,percent,0.003400000045076
South Africa,EV sales share,EV,2015,percent,0.0579999983310699
South Africa,EV stock share,EV,2015,percent,0.0041000000201165
South Africa,EV stock share,EV,2016,percent,0.0093000000342726
South Africa,EV sales share,EV,2016,percent,0.1000000014901161
South Africa,EV sales share,EV,2017,percent,0.0529999993741512
South Africa,EV stock share,EV,2017,percent,0.0120000001043081
South Africa,EV stock share,EV,2018,percent,0.0140000004321336
South Africa,EV sales share,EV,2018,percent,0.0410000011324882
South Africa,EV sales share,EV,2019,percent,0.0640000030398368
South Africa,EV stock share,EV,2019,percent,0.0160000007599592
South Africa,EV stock share,EV,2020,percent,0.0189999993890523
South Africa,EV sales share,EV,2020,percent,0.0979999974370002
South Africa,EV sales share,EV,2021,percent,0.0879999995231628
South Africa,EV stock share,EV,2021,percent,0.0230000000447034
South Africa,EV stock share,EV,2022,percent,0.0280000008642673
South Africa,EV sales share,EV,2022,percent,0.1700000017881393
South Africa,EV sales share,EV,2023,percent,0.2899999916553497
South Africa,EV stock share,EV,2023,percent,0.0439999997615814
Spain,EV sales share,EV,2010,percent,0.0076999999582767
Spain,EV stock share,EV,2010,percent,0.0003399999986868
Spain,EV stock share,EV,2011,percent,0.0020999999251216
Spain,EV sales share,EV,2011,percent,0.0489999987185001
Spain,EV sales share,EV,2012,percent,0.0759999975562095
Spain,EV stock share,EV,2012,percent,0.0044999998062849
Spain,EV stock share,EV,2013,percent,0.0086000002920627
Spain,EV sales share,EV,2013,percent,0.1199999973177909
Spain,EV sales share,EV,2014,percent,0.2000000029802322
Spain,EV stock share,EV,2014,percent,0.0160000007599592
Spain,EV stock share,EV,2015,percent,0.0260000005364418
Spain,EV sales share,EV,2015,percent,0.2000000029802322
Spain,EV sales share,EV,2016,percent,0.3100000023841858
Spain,EV stock share,EV,2016,percent,0.0399999991059303
Spain,EV stock share,EV,2017,percent,0.0710000023245811
Spain,EV sales share,EV,2017,percent,0.6000000238418579
Spain,EV sales share,EV,2018,percent,0.8799999952316284
Spain,EV stock share,EV,2018,percent,0.1199999973177909
Spain,EV stock share,EV,2019,percent,0.1899999976158142
Spain,EV sales share,EV,2019,percent,1.399999976158142
Spain,EV sales share,EV,2020,percent,4.900000095367432
Spain,EV stock share,EV,2020,percent,0.3600000143051147
Spain,EV stock share,EV,2021,percent,0.6200000047683716
Spain,EV sales share,EV,2021,percent,7.800000190734863
Spain,EV sales share,EV,2022,percent,8.899999618530273
Spain,EV stock share,EV,2022,percent,0.9399999976158142
Spain,EV stock share,EV,2023,percent,1.5
Spain,EV sales share,EV,2023,percent,12.0
Sweden,EV sales share,EV,2010,percent,0.001300000003539
Sweden,EV stock share,EV,2010,percent,9.20000020414e-05
Sweden,EV stock share,EV,2011,percent,0.0041000000201165
Sweden,EV sales share,EV,2011,percent,0.0540000014007091
Sweden,EV sales share,EV,2012,percent,0.3100000023841858
Sweden,EV stock share,EV,2012,percent,0.0280000008642673
Sweden,EV stock share,EV,2013,percent,0.0579999983310699
Sweden,EV sales share,EV,2013,percent,0.5299999713897705
Sweden,EV sales share,EV,2014,percent,1.399999976158142
Sweden,EV stock share,EV,2014,percent,0.1500000059604644
Sweden,EV stock share,EV,2015,percent,0.3100000023841858
Sweden,EV sales share,EV,2015,percent,2.400000095367432
Sweden,EV sales share,EV,2016,percent,3.400000095367432
Sweden,EV stock share,EV,2016,percent,0.550000011920929
Sweden,EV stock share,EV,2017,percent,0.8899999856948853
Sweden,EV sales share,EV,2017,percent,5.099999904632568
Sweden,EV sales share,EV,2018,percent,7.599999904632568
Sweden,EV stock share,EV,2018,percent,1.2999999523162842
Sweden,EV stock share,EV,2019,percent,2.0
Sweden,EV sales share,EV,2019,percent,11.0
Sweden,EV sales share,EV,2020,percent,32.0
Sweden,EV stock share,EV,2020,percent,3.5999999046325684
Sweden,EV stock share,EV,2021,percent,6.0
Sweden,EV sales share,EV,2021,percent,43.0
Sweden,EV sales share,EV,2022,percent,54.0
Sweden,EV stock share,EV,2022,percent,8.699999809265137
Sweden,EV stock share,EV,2023,percent,11.0
Sweden,EV sales share,EV,2023,percent,60.0
Switzerland,EV stock share,EV,2011,percent,0.0099999997764825
Switzerland,EV sales share,EV,2011,percent,0.1400000005960464
Switzerland,EV sales share,EV,2012,percent,0.2300000041723251
Switzerland,EV stock share,EV,2012,percent,0.0280000008642673
Switzerland,EV stock share,EV,2013,percent,0.0579999983310699
Switzerland,EV sales share,EV,2013,percent,0.4300000071525574
Switzerland,EV sales share,EV,2014,percent,0.959999978542328
Switzerland,EV stock share,EV,2014,percent,0.1199999973177909
Switzerland,EV stock share,EV,2015,percent,0.25
Switzerland,EV sales share,EV,2015,percent,1.7000000476837158
Switzerland,EV sales share,EV,2016,percent,1.899999976158142
Switzerland,EV stock share,EV,2016,percent,0.3600000143051147
Switzerland,EV stock share,EV,2017,percent,0.5400000214576721
Switzerland,EV sales share,EV,2017,percent,2.700000047683716
Switzerland,EV sales share,EV,2018,percent,3.200000047683716
Switzerland,EV stock share,EV,2018,percent,0.7699999809265137
Switzerland,EV stock share,EV,2019,percent,1.100000023841858
Switzerland,EV sales share,EV,2019,percent,5.599999904632568
Switzerland,EV sales share,EV,2020,percent,14.0
Switzerland,EV stock share,EV,2020,percent,1.7999999523162842
Switzerland,EV stock share,EV,2021,percent,2.900000095367432
Switzerland,EV sales share,EV,2021,percent,23.0
Switzerland,EV sales share,EV,2022,percent,26.0
Switzerland,EV stock share,EV,2022,percent,4.199999809265137
Switzerland,EV stock share,EV,2023,percent,5.800000190734863
Switzerland,EV sales share,EV,2023,percent,30.0
Turkiye,EV sales share,EV,2012,percent,0.0160000007599592
Turkiye,EV stock share,EV,2013,percent,0.0024999999441206
Turkiye,EV sales share,EV,2013,percent,0.0001199999969685
Turkiye,EV sales share,EV,2014,percent,0.0120000001043081
Turkiye,EV stock share,EV,2014,percent,0.0027000000700354
Turkiye,EV stock share,EV,2015,percent,0.0038000000640749
Turkiye,EV sales share,EV,2015,percent,0.0309999994933605
Turkiye,EV sales share,EV,2016,percent,0.0130000002682209
Turkiye,EV stock share,EV,2016,percent,0.006000000052154
Turkiye,EV stock share,EV,2017,percent,0.0065999999642372
Turkiye,EV sales share,EV,2017,percent,0.0109999999403953
Turkiye,EV sales share,EV,2018,percent,0.0439999997615814
Turkiye,EV stock share,EV,2018,percent,0.0082000000402331
Turkiye,EV stock share,EV,2019,percent,0.0160000007599592
Turkiye,EV sales share,EV,2019,percent,0.06700000166893
Turkiye,EV sales share,EV,2020,percent,0.1700000017881393
Turkiye,EV stock share,EV,2020,percent,0.032999999821186
Turkiye,EV stock share,EV,2021,percent,0.0689999982714653
Turkiye,EV sales share,EV,2021,percent,0.550000011920929
Turkiye,EV sales share,EV,2022,percent,1.100000023841858
Turkiye,EV stock share,EV,2022,percent,0.1299999952316284
Turkiye,EV stock share,EV,2023,percent,0.6299999952316284
Turkiye,EV sales share,EV,2023,percent,10.0
United Arab Emirates,EV sales share,EV,2018,percent,0.025000000372529
United Arab Emirates,EV sales share,EV,2019,percent,0.0260000005364418
United Arab Emirates,EV sales share,EV,2020,percent,0.5299999713897705
United Arab Emirates,EV sales share,EV,2021,percent,2.5999999046325684
United Arab Emirates,EV sales share,EV,2022,percent,11.0
United Arab Emirates,EV sales share,EV,2023,percent,13.0
United Kingdom,EV stock share,EV,2010,percent,0.0052999998442828
United Kingdom,EV sales share,EV,2010,percent,0.0130000002682209
United Kingdom,EV sales share,EV,2011,percent,0.061999998986721
United Kingdom,EV stock share,EV,2011,percent,0.0089999996125698
United Kingdom,EV stock share,EV,2012,percent,0.0170000009238719
United Kingdom,EV sales share,EV,2012,percent,0.1299999952316284
United Kingdom,EV sales share,EV,2013,percent,0.1599999964237213
United Kingdom,EV stock share,EV,2013,percent,0.0270000007003545
United Kingdom,EV stock share,EV,2014,percent,0.0719999969005584
United Kingdom,EV sales share,EV,2014,percent,0.5899999737739563
United Kingdom,EV sales share,EV,2015,percent,1.100000023841858
United Kingdom,EV stock share,EV,2015,percent,0.1599999964237213
United Kingdom,EV stock share,EV,2016,percent,0.270000010728836
United Kingdom,EV sales share,EV,2016,percent,1.399999976158142
United Kingdom,EV stock share,EV,2017,percent,0.4000000059604645
United Kingdom,EV sales share,EV,2017,percent,1.899999976158142
United Kingdom,EV sales share,EV,2018,percent,2.5999999046325684
United Kingdom,EV stock share,EV,2018,percent,0.5699999928474426
United Kingdom,EV stock share,EV,2019,percent,0.7599999904632568
United Kingdom,EV sales share,EV,2019,percent,3.299999952316284
United Kingdom,EV sales share,EV,2020,percent,11.0
United Kingdom,EV stock share,EV,2020,percent,1.2999999523162842
United Kingdom,EV stock share,EV,2021,percent,2.0999999046325684
United Kingdom,EV sales share,EV,2021,percent,19.0
United Kingdom,EV sales share,EV,2022,percent,23.0
